Tourist_ID,Reservation_ID,passport_number,name,email,phone-number,credit_card,Age,workclass,marital-status,occupation,education,street_address,zipcode,gender,Modes_of_Travel,Combined_Date,Year,Month,Income_USD,arrivals_by_region,Hobby,payment_preferences,Cuisine,Preferred_Travel_Seasons,Frequency_of_Travel,package_types,package_cost,package_price,profit,Transportation_Mode,Event_Type,Room_Preferences,Hotel_Type,Location,Total_Spendings,Subscribed_to_Loyalty_Program,Visited_attraction,Visitor_thoughts,Travel_type,Review,cluster,Num_of_Visits
1764,764,SITBL6I6T,Natalie Richardson,NatalieRichardson31@yandex.com,,,32,Private,Divorced,Other-service,11th,13299 Derrick Plains,17887,Male,Air,2022-01-09,2022,Jan,<=50K,Europe,Swimming,PayPal,Thai,Spring,Occasional,Premium,2500,3100,600,Metro,Other,Single,Luxury,Doha,8607,False,Corniche,To Spend A Pleasant time..!!,Family,"The best part of DOHA. This is the sea line walkway where you will find lot of people coming for walk, to chill out, to relax yourself.The delightful view of the Building with relaxing sound of water. You can have a ride in boats also here. But you cant miss this.",,1
1765,765,E0FXYUL5B,Christina Torres,Christina_T39@protonmail.com,782-825-3176,************2779,22,Private,Never-married,Priv-house-serv,Some-college,0295 Thomas Mill,7846,Female,Air,2022-01-10,2022,Jan,<=50K,Europe,Hiking,Bank Transfer,Indian,Winter,Occasional,Basic,300,500,200,Bus,Championship event,Single,Luxury,Al Rayyan,5791,True,Corniche,Mr,Business,Very good about 7km corniche with modern building panoramic n seaside and good for jogging and sunset walk,,2
1766,766,IPLKUKNAF,Jacob Taylor,Taylor_Jacob@comcast.net,266-870-3906,************5159,17,,Never-married,,11th,1974 Lewis Dam Suite 144,75414,Male,Air,2022-01-27,2022,Jan,<=50K,Europe,Cycling,Credit Card,Arabic,Summer,Rare,Standard,700,1000,300,Metro,Football event,Single,Mid-Range,Madinat ash Shamal,7239,False,Corniche,The most spectacular view in Qatar,Business,"The Corniche is really the most beautiful view in Qatar, even the local people are sure that this is the marvelous and breathtaking place in whole Middle East. You can hear whispering of palms on daylight, but because of extremely sunny and hot Qatar weather, I recommend you to visit Corniche by night. The play of lights on walls of skyscrapers and reflection in water of gulf are unforgettable.",,4
1767,767,15X5WAMQL,Mrs. Kelly Dominguez,MDominguez61@xfinity.com,724-968-5293,************5570,19,Private,Never-married,Prof-specialty,HS-grad,413 Adkins Pass Suite 891,78747,Female,Air,2022-01-11,2022,Jan,<=50K,Europe,Cycling,PayPal,Italian,Summer,Occasional,Premium,2500,3100,600,Metro,Exhibition,Single,Budget,Doha,10612,False,Corniche,ONE OF THE BEST PLACE TO VISIT,Friends,"Corniche of Doha is amazing place to see in Doha. One side sea and another side High Rise Buildings. This place is good for Relaxation, Outdoor Exercise... You can also enjoy some Dhaw Cruise Rides offered at Corniche and can do Water Sports...Prefer time to visit is Morning and Evening Time.",,3
1768,768,KTN9NJYWX,Wayne Allison,Wayne_A@yahoo.com,918-654-0454,************2884,26,Private,Never-married,Adm-clerical,HS-grad,,81842,Female,Air,2022-01-08,2022,Jan,<=50K,Europe,Hiking,,Italian,Summer,Occasional,Standard,700,1000,300,Metro,Other,Double,Budget,Al Khor,15019,True,Corniche,Great place to sit and relax,Family,anywhere along the COrniche is ancie place to sit and relax.  Juts pull up get out and grab soome shade under a Plam tree.  Beuatiful relaxing place overlooking the downtown and the citys buisness center and across the bay to the pearl,,0
1769,769,8Y8AJ1UP7,Michelle Hall DDS,,636-971-0504,************7079,20,,Never-married,,Some-college,,52924,Male,Air,2022-01-13,2022,Jan,<=50K,Europe,Gardening,Credit Card,Indian,Autumn,Rare,Standard,700,1000,300,Car,Marathon,Single,Luxury,Doha,6784,True,Corniche,Qatar - generally,Couples,"Qatar remains an uninspiring destination. Largely a dust bowl of a building site, gearing up for 2022 World Cup, which as a regular visitor to Qatar I can't help feeling will be the most soulless, heartless, empty, event on the planet due to the ever increasing shift away from all that makes the glorious game so rich, ie the fans ! With very little to do, to see, and to be honest experience in Qatar it does beg the question why would anyone go there when so many other destinations offer so much more.  I only visit for business and try to fly in and out the same day now and meet clients at the airport,  as I truly hate being on the roads with the coffee fuelled locals, looking to ram you off the road in their 4x4 for sport. My advice, hit the search again button and go elsewhere for a holiday.",,3
1770,770,JOJIV0VHU,Antonio Ferguson,Antonio_F@yandex.com,486-975-4010,************6718,56,State-gov,Married-civ-spouse,Exec-managerial,,9224 Troy Prairie,23994,Male,Air,2022-01-01,2022,Jan,>50K,Europe,Photography,PayPal,Japanese,Summer,Rare,Basic,300,500,200,Bus,Doha Tour,Single,Luxury,Doha,26257,False,Corniche,Great Boulevard,Business,"Beautiful boulevard for strolling distance. Here the life of Doha plays, especially at sunset. Deep veiled women, joggers, walkers, tourists. Cafes and restaurants there but not many. Great photo motifs with the city skyline! Around 30 minutes walk from the centre",,0
1771,771,0HH8KOK6A,Ashley Farley,,713-668-5156,************3172,45,Private,Widowed,Other-service,7th-8th,0754 Zamora Pines Apt. 695,6777,Female,Air,2022-01-04,2022,Jan,<=50K,Europe,Cycling,Bank Transfer,Thai,Summer,Rare,Basic,300,500,200,Metro,Doha Tour,Single,Budget,Madinat ash Shamal,17088,True,Corniche,Nowhere to swim,Family,"The Corniche is a fun place to walk but NOT during the summer hot days unless you are prepared to get sunburned. It is wonderful place to walk, but with the heavy traffic of the main highway with noise and air pollution, I think it is better to avoid walking the whole length.The sea looks inviting during the hot weather but you are not allowed to have a swim.",,1
1772,772,5UDN6BOQA,Michael Montgomery,Michael.Montgomery80@gmail.com,447-742-7376,,23,Private,Never-married,Adm-clerical,Some-college,8009 Jackie Springs,11059,Female,Air,2022-01-11,2022,Jan,<=50K,Europe,Cooking,PayPal,Mexican,Summer,Occasional,Standard,700,1000,300,Metro,Doha Tour,Suite,Mid-Range,Al Rayyan,14034,False,City Centre,One of the Oldest but One of the Best in Doha.,,"There are by far better malls with more luxurious settings in Doha, but since more than 10 years, City Center has been a synonym of good quality and affordable shopping in Qatar. Good brands, awesome brands and day-to-day use items at affordable prices.Very convenient taxi services and private drivers for affordable prices right in front of the door. Call me old fashioned, but this is by far my favorite mall in Qatar since more than a decade that I come to this wonderful country.",,5
1773,773,JPUQQHQL1,Gabriel Mills,GMills@protonmail.com,250-155-3297,,31,Private,Separated,Handlers-cleaners,HS-grad,,62440,Male,Air,2022-01-19,2022,Jan,<=50K,Europe,Hiking,PayPal,Mexican,Autumn,Occasional,Premium,2500,3100,600,Bus,Championship event,Double,Mid-Range,Al Daayen,5881,True,City Centre,Access denied for wearing shorts ..,Couples,"We went for our usual weekly shop with us both wearing shorts and the security guards stopped us from entering because we were wearing shorts, my girlfriend in particular , they said it wasn’t allowed to which she replied she has been coming to city center mall for 7 years and she bought the shorts in the mall. Considering qatar are taking great steps to become liberal and improve human rights, equal rights  this makes a mockery of it. Shame on you city center . Here is a photo saying something about to adhere to qatar s dress code",,5
1774,774,G79WAD0HW,Brent Aguilar,,880-430-1082,************4965,30,Private,Never-married,Sales,11th,881 Austin Creek,91862,Female,Air,2022-01-18,2022,Jan,<=50K,Europe,Cooking,Bank Transfer,Italian,Spring,Occasional,Basic,300,500,200,Car,Concert,Suite,Luxury,Al Wakrah,22200,False,City Centre,"Shop, Dine, and Play: City Centre Doha Has Something for Everyone!",,"The City Centre shopping mall in Doha is a must-visit destination for shopaholics and foodies alike. With its extensive range of shops, restaurants, and entertainment options, you're sure to find something to suit your taste. It's amazing to see how the mall has evolved over time with new expansions and renovations, always providing a fresh and exciting experience. Don't miss out on the cinema and food court, huge grocery store, and the fantastic air balloon playground for kids. And with two Starbucks cafés, you'll never be far from your favorite coffee fix!",,5
1775,775,YIUU7JQO3,Ian Ray,Ian.R@verizon.com,176-073-5188,************2553,42,Private,Married-civ-spouse,Handlers-cleaners,,18214 Kristin Junctions,22409,Male,Air,2022-01-26,2022,Jan,<=50K,Europe,Traveling,PayPal,Arabic,Autumn,Rare,Premium,2500,3100,600,Metro,Doha Tour,Single,Mid-Range,Al Wakrah,6295,False,City Centre,City Center Cinema,Friends,"The mall itself is big, but in this one I wanted to review the city center cinema in particular. The ticket booth employee is nice.  The employee in cinema entrance checking the ticket is nice as well. He's so polite and kind to direct us in the right cinema number. The cinema is clean as well as its washroom. Thumbs up to all the employees making the place enjoyable and at the same time comfortable for the movie goers. ?????? ??????",,5
1776,776,NM25Q8MCQ,Sean Hall,Sean.Hall@gmail.com,,************6643,27,State-gov,Married-civ-spouse,Prof-specialty,Prof-school,387 Sandoval Streets,40170,Male,Air,2022-01-06,2022,Jan,<=50K,Europe,Reading,PayPal,Chinese,Autumn,Occasional,Premium,2500,3100,600,Car,Workshop,Double,Mid-Range,Doha,9841,False,City Centre,City Centre Mall Doha: A One-Stop Oasis in the Heart of Qatar,Family,"City Centre Mall is a one-stop shop for everything you need to have a fun and fulfilling day in Doha. Whether you're looking to shop till you drop, indulge in a delicious meal, or keep the kids entertained, this mall has something for everyone. With its convenient location, diverse offerings, and family-friendly atmosphere, City Centre Mall is a true Doha gem.",,2
1777,777,6WQMKGFTL,Jeffrey Craig,Jeffrey.Craig@gmail.com,985-003-0462,************1008,37,Private,Married-civ-spouse,Exec-managerial,Bachelors,196 Sara Corner Suite 415,80097,Male,Air,2022-01-06,2022,Jan,>50K,Europe,Cooking,Credit Card,Indian,Autumn,Frequent,Basic,300,500,200,Car,Festival,Double,Mid-Range,Al Wakrah,13861,False,City Centre,City Center Ooredoo service bad review,Friends,"09.02.2023 I went to the Ooredoo service branch from the city center at 6:30 a.m. I filed a complaint last month because of the wrong calculation. I went because Ooredoo said that they would refund the money, but the staff here did customer service and didn't explain what I didn't understand, and treated me rudely. You don't have such rude staff in city center mall. I like your service but this staff treated me like this. I feel bad.",,2
1778,778,2NM8R8F1P,Andrea Mclaughlin,Andrea.Mclaughlin@verizon.com,,************3466,31,Private,Never-married,Machine-op-inspct,HS-grad,9940 Melendez Ports,71915,Male,Air,2022-01-10,2022,Jan,<=50K,Europe,Photography,PayPal,Italian,Summer,Occasional,Premium,2500,3100,600,Car,Football event,Double,Budget,Madinat ash Shamal,9807,False,City Centre,Convenient for you,,"City Centre Mall is located in West Bay Area, near to great hotels and connected with 3 hotels. Near the DECC Metro Station. Supermarket (Carrefour) and good shopping places/stores.",,4
1779,779,A7YO9D9FN,Stephanie Burch,Stephanie.B@zoho.com,562-385-4037,************4022,33,Private,Separated,Prof-specialty,Bachelors,,4397,Female,Air,2022-01-28,2022,Jan,<=50K,Europe,Hiking,PayPal,Mexican,Spring,Frequent,Premium,2500,3100,600,Car,Other,Suite,Mid-Range,Madinat ash Shamal,20529,True,City Centre,Some fresh air,Family,"The Carrefour shop is nice place to buy food or anything one can need during the stay. Really good promotions can be found. The food court is not very big, but has fast food and traditional cuisine.",,5
1780,780,HZYIWPPUO,Julie Powers,Powers_Julie@xfinity.com,284-996-0209,************9252,64,Private,Married-civ-spouse,Handlers-cleaners,Preschool,4466 Miller Field Suite 482,74993,Male,Air,2022-01-20,2022,Jan,<=50K,Europe,Reading,PayPal,Mexican,Summer,Frequent,Standard,700,1000,300,Metro,Doha Expo,Double,Mid-Range,Al Wakrah,14423,True,City Centre,Not Recommended,Family,This place is crowded and the parking lot is a mess. To add more misery is the parking fee which is not worth at all. The only mall in Qatar which charges parking fee. All the other malls inQatar are much better than City Center.,,2
1781,781,WDOFU1R9D,Stanley Jones,StanleyJones20@zoho.com,865-949-2060,************3146,32,Private,Divorced,Other-service,HS-grad,0761 Randy Villages,53124,Female,Air,2022-01-07,2022,Jan,<=50K,Europe,Reading,Credit Card,Chinese,Autumn,Rare,Premium,2500,3100,600,Car,Workshop,Single,Luxury,Al Rayyan,19761,False,City Centre,Great mall in the center of downtown Doha,,"I was staying at the Marriott Marquis and this mall is accessible via the 2nd floor of the hotel. Several stories tall many stores to choose from and many more coming or already under construction. You won't go hungry here either. Plenty of food attractions, pharmacy, grocery store, high end stores, and just about anything you'd want is here in this mall. They even have an ice skating rink. Parking is available via a huge parking garage but I utilyzed the subway to get here.",,3
1782,782,5U1FMWSRI,Carla Harris,,325-049-5256,************1594,62,,Married-civ-spouse,,HS-grad,975 Cassandra Loop,60012,Male,Air,2022-01-26,2022,Jan,>50K,Europe,Gardening,,Arabic,Spring,Frequent,Standard,700,1000,300,Metro,Workshop,Single,Budget,Umm Salal Mohammed,14963,True,City Centre,Some fresh air,Family,"The Carrefour shop is nice place to buy food or anything one can need during the stay. Really good promotions can be found. The food court is not very big, but has fast food and traditional cuisine.",,2
1783,783,NOKO3BBXF,Brett Jones,Brett.Jones@outlook.com,379-607-9199,,37,Private,Married-civ-spouse,Craft-repair,Some-college,44511 Jonathan Forest,44445,Male,Air,2022-01-12,2022,Jan,<=50K,Europe,Playing musical instruments,PayPal,Mexican,Winter,Frequent,Standard,700,1000,300,Car,Exhibition,Double,Mid-Range,Umm Salal Mohammed,8653,True,City Centre,Not Recommended,Family,This place is crowded and the parking lot is a mess. To add more misery is the parking fee which is not worth at all. The only mall in Qatar which charges parking fee. All the other malls inQatar are much better than City Center.,,5
1784,784,XDXQ6UGGE,Robert Suarez,RSuarez@att.com,226-411-3149,************1429,25,Private,Married-civ-spouse,Transport-moving,11th,177 Cummings Inlet,83809,Male,Air,2022-01-13,2022,Jan,<=50K,Europe,Reading,Bank Transfer,French,Summer,Rare,Standard,700,1000,300,Bus,Other,Suite,Mid-Range,Al Khor,15439,False,City Centre,Great mall in the center of downtown Doha,,"I was staying at the Marriott Marquis and this mall is accessible via the 2nd floor of the hotel. Several stories tall many stores to choose from and many more coming or already under construction. You won't go hungry here either. Plenty of food attractions, pharmacy, grocery store, high end stores, and just about anything you'd want is here in this mall. They even have an ice skating rink. Parking is available via a huge parking garage but I utilyzed the subway to get here.",,0
1785,785,B3QPFJNDG,Mark Sparks,Mark.S44@zoho.com,668-752-4132,************7838,49,Private,Married-civ-spouse,Adm-clerical,HS-grad,566 Eugene Stream,95614,Male,Air,2022-01-13,2022,Jan,<=50K,Europe,Cycling,Bank Transfer,Indian,Summer,Occasional,Basic,300,500,200,Bus,Doha Tour,Suite,Luxury,Umm Salal Mohammed,4653,True,City Centre,An All-in Mall,Couples,"We stayed at the Marriott Marquis Doha that is connected to the City Center Mall. The mall may look a bit dated, but the tenants are quite varied. From Carrefour supermarket to money changers/remittance offices (at very good rate, better than at the airport), and everything in between.The foodcourt is reasonable size but is has local fast-food (shawarna, kebab, etc.) outlets too. Our favorite go-to-eat during our stay there.",,5
1786,786,8VGNUKDAJ,Zachary Gomez,Gomez_Zachary@verizon.com,,************6510,36,Private,Married-civ-spouse,Prof-specialty,Bachelors,34787 Kaitlyn Route,39939,Male,Air,2022-01-04,2022,Jan,>50K,Europe,Traveling,Credit Card,Arabic,Spring,Frequent,Premium,2500,3100,600,Bus,Football event,Double,Budget,Al Daayen,18137,False,City Centre,Regular Shopping Mall - Centrally located!,Family,"Recently visited huge mall on my 1st visit to Doha. It is very big and has a variety of high street shops and designer brands as well. It has a massive Food Court  with different cuisines. There is also a Cinema, an Ice Rink and a large Carrefour where you can shop and a Mcdonalds that is open for 24 hours. There are at least 3 hotels linked to the shopping Mall and it is within walking distance of the metro.",,1
1787,787,ZR15JA9OC,Jill Rowe,JRowe@att.com,499-209-2431,************8146,67,Private,Married-civ-spouse,Handlers-cleaners,Some-college,,90980,Male,Air,2022-01-21,2022,Jan,<=50K,Europe,Reading,PayPal,Japanese,Winter,Rare,Standard,700,1000,300,,Exhibition,Single,Luxury,Al Rayyan,5682,True,City Centre,It is nice for one visit,Family,"For a small visit is nice.To spend some money and to loose some time in your transit , is not a bad idee.Or just enjoing an arabian different spirit here. Really , is nice for spend a little time here!",,6
1788,788,KJHFAB2DA,Stacey Harper,Stacey.Harper@hotmail.com,835-479-0305,************9266,54,Private,Married-civ-spouse,Handlers-cleaners,HS-grad,8353 Wood Parks,58863,Male,Air,2022-01-19,2022,Jan,>50K,Europe,Swimming,PayPal,French,Autumn,Rare,Basic,300,500,200,,Doha Expo,Single,Mid-Range,Madinat ash Shamal,22306,False,City Centre,City centre Mall says it all. Not a themed mall like some in Qatar but handy if your hotel is in this area.,Solo,Another big middle eastern mall that is not only a rest bite from the heat but as big as you expect and elegant and stylish too. Nothing special in terms of theme but the centre area has different activities setup. When I was there it was massive kids bouncy amusement area. I liked the mall as it was close to my hotel and i could walk to it even in the heat. Everything you need from big clothes brands to specially shops. A massive supermarket and a great food court. Some good gadget shops. Nice main entrance with water feature. The flower shop there is a sight to behold.,,0
1789,789,CV5ZDM3HZ,Mark Burke,Burke.Mark73@protonmail.com,983-535-0293,************9876,45,Local-gov,Never-married,Prof-specialty,Doctorate,5519 Larry Shoal Suite 618,34406,Female,Air,2022-01-14,2022,Jan,>50K,Europe,Cooking,Bank Transfer,Indian,Summer,Rare,Premium,2500,3100,600,Car,Football event,Single,Mid-Range,Al Rayyan,21560,True,City Centre,The place to shop,,"Big Carrefour with food, clothing and white goods.Good butchery and fish sections.  Excellent bakery with the best french baking in town at good prices.As you would expect from a large shopping mall, full range of shops.Brilliant Homecare shop and expensive barber in basement.",,4
1790,790,VKK0SXAO5,Mark Austin,Mark_Austin@aol.com,757-918-6031,************3031,30,Private,Never-married,Craft-repair,Some-college,654 Ashley Rapid,39463,Male,Air,2022-01-17,2022,Jan,<=50K,Europe,Cooking,PayPal,Thai,Autumn,Occasional,Basic,300,500,200,Car,Concert,Suite,Mid-Range,Al Rayyan,23732,True,City Centre,Well stocked mall,Couples,"Located a short walk or drive from the corniche, this is a jam packed mall. There is a huge Carrefour supermarket, lots of other retail and food and beverage. There is also an incredible soft play area for kids on the ground floor.",,2
1791,791,42LQHDBUU,Ashley Hart,Hart.Ashley@xfinity.com,222-969-3101,************5043,39,State-gov,Married-civ-spouse,Protective-serv,HS-grad,65326 Sandra Via Suite 306,33003,Female,Air,2022-01-15,2022,Jan,<=50K,Europe,Photography,Credit Card,Italian,Winter,Occasional,Premium,2500,3100,600,Car,Marathon,Suite,Budget,Doha,16074,False,City Centre,Good mall with everything you need in Westbay,Solo,"If your in Westbay Bay, then City Centre Mall has everything that you need.There is a very good Carrefour in there, dry cleaners, a good food court, currency converters and other shops.The Carrefour is amazing and has everything from around the world....! They have a pancake booth, bakery, fresh juice bar, butcher, olive bars and more...No photos unfortunately I was typically pushing a shopping trolley whilst shopping in here..",,6
1792,792,THM8H85IJ,Douglas Thomas,,474-955-3407,************8992,57,Private,Divorced,Other-service,10th,,80507,Female,Air,2022-01-16,2022,Jan,<=50K,Europe,Cycling,PayPal,Chinese,Summer,Occasional,Basic,300,500,200,Metro,Other,Double,Luxury,Al Rayyan,25369,False,City Centre,The worst Fitness First around the globe City Centre Fitness First,Business,"Doha City Centre Fitness First their management really needs to look into their value for their money. Considering better gym around the hotels offers or others such from Beverly Hills tower near the block. Starting from bad manner from staff from ""the personal trainers have no clue about customer service or hospitality, their moreInteresting with just chatting amongst them, the shower facility looks dirty disgusting and the wifi facility wasn't works all the time.  Worst gym in Doha.",,2
1793,793,M3KDS6466,Molly Wright,Wright_Molly@mail.com,,************1998,57,Private,Never-married,Other-service,10th,,61514,Male,Air,2022-01-10,2022,Jan,<=50K,Europe,Reading,Bank Transfer,Mexican,Winter,Frequent,Premium,2500,3100,600,Bus,Football event,Suite,Budget,Doha,14877,True,City Centre,Doha City Center,,"One of the largest mall in Qatar with variety of famous international, regional, and local retail brands and services, spread across five floors. The entertainment area consists of a Cinema complex, Fun City, Ice Skating Rink & Bowling Yard. A big supermarket -Carrefour and a good food court with leading restaurant chains' outlets are available.",,5
1794,794,EBG0E2TV2,Cynthia Leon,Leon.Cynthia@yandex.com,,************7264,23,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,HS-grad,,67127,Male,Air,2022-01-09,2022,Jan,<=50K,Europe,Hiking,PayPal,Thai,Spring,Rare,Premium,2500,3100,600,Bus,Exhibition,Double,Mid-Range,Al Rayyan,2666,True,City Centre,The oldest mall of Doha,Solo,"You need to go this mall if you come to Doha, as it keeps the feel as it had when the city was just a village. It’s in the middle of the city and it’s really busy. There are tens of restaurants and eateries and lots of shops of course. Large parking available, but a taxi is a better choice to avoid looking for a car spot.",,3
1795,795,BB5JCYYKW,Mary Morales,Mary.M@verizon.com,843-803-5843,************4826,49,Local-gov,Married-civ-spouse,Other-service,HS-grad,60439 Caroline Mountains,75053,Male,Air,2022-01-05,2022,Jan,<=50K,Europe,Cooking,Bank Transfer,Arabic,Spring,Frequent,Premium,2500,3100,600,Car,Marathon,Single,Mid-Range,Al Daayen,4913,True,City Centre,Shopping,Family,"Good thing with city center you can do all your shopping from grocery to ?? and monthly groceries carrefour plus play ground for kids , restaurant area etc... there is even a gym .",,4
1796,796,N96CCWDSE,Alexis Henry,Alexis.H75@zoho.com,699-260-1111,************1233,46,State-gov,Married-civ-spouse,Prof-specialty,Bachelors,,14048,Male,Air,2022-01-12,2022,Jan,>50K,Europe,Photography,Credit Card,Other,Winter,Frequent,Basic,300,500,200,Bus,Workshop,Single,Budget,Al Daayen,28932,False,City Centre,City Centre,Friends,"One of the oldest mall in Qatarlots of shopping centres,food courts,cinemas,kids play area etc are availableHowever parking is a big problem",,6
1797,797,LUICKA77T,Stacey Shields,StaceyShields@aol.com,748-709-5841,************6104,41,State-gov,Never-married,Tech-support,Bachelors,3109 Murphy Skyway,56414,Female,Air,2022-01-17,2022,Jan,<=50K,Europe,Playing musical instruments,Bank Transfer,Indian,Autumn,Occasional,Standard,700,1000,300,Car,Marathon,Suite,Mid-Range,Al Wakrah,2835,False,City Centre,Excellent shopping and food courts,Business,The City Center Mall is a great place to take your family to shop and dine.  They have everthing in one roof and is very convenient located to hop and stop and vist other facilities.If you do not like the crowds avoid shopping during the weekends.,,1
1798,798,QHE8NBY27,Scott Owens,,398-377-3824,************4298,44,Private,Married-civ-spouse,Tech-support,Assoc-voc,,87434,Male,Air,2022-01-13,2022,Jan,<=50K,Europe,Cycling,Credit Card,Indian,Autumn,Rare,Basic,300,500,200,Metro,Concert,Single,Luxury,Al Khor,8621,False,City Centre,City Centre Mall,,The cleanliness and well-maintained infrastructure make Qatar a pleasure to explore.,,6
1799,799,OQJ28C8YW,Teresa Davis,Teresa.Davis67@mail.com,383-104-1391,************1612,25,Private,Never-married,Other-service,Bachelors,,37128,Female,Air,2022-01-20,2022,Jan,<=50K,Europe,Cooking,Credit Card,French,Summer,Occasional,Premium,2500,3100,600,Car,Doha Expo,Single,Luxury,Al Khor,2828,False,City Centre,All needs under one building,Friends,I went wid my frnds for some gathering and shopping ??. It’s good time even lots of discounts going on almost all the shops.,,5
1800,800,FZKXA0SQX,Nicholas Diaz,Diaz.Nicholas15@aol.com,181-924-2851,,34,Local-gov,Married-civ-spouse,Craft-repair,Bachelors,,24769,Male,Air,2022-01-16,2022,Jan,>50K,Europe,Cooking,Credit Card,Chinese,Winter,Rare,Standard,700,1000,300,Car,Doha Expo,Single,Luxury,Madinat ash Shamal,15097,True,City Centre,Almost empty place,,Nice place but lots of empty space and empty movements. It's hard to find a cafe when you're inside. We didn't enjoy it there.,,5
1801,801,I0QLICSH4,Laura Turner,Laura_Turner78@zoho.com,295-879-7142,************9081,24,Private,Never-married,Sales,Bachelors,3906 Terri Via Apt. 931,14630,Male,Air,2022-01-04,2022,Jan,<=50K,Europe,Cooking,PayPal,Thai,Autumn,Frequent,Standard,700,1000,300,Car,Other,Suite,Mid-Range,Al Khor,20134,False,City Centre,Nice place,Friends,"The location is the big plus for this mall. It has all the top brands, restaurants and cinemas. Nice place.",,4
1802,802,NOHS226MD,Jessica Anderson,,343-139-3208,************1560,32,Private,Never-married,Exec-managerial,Bachelors,,61480,Female,Air,2022-01-08,2022,Jan,<=50K,Europe,Hiking,Credit Card,Indian,Winter,Rare,Premium,2500,3100,600,Bus,Festival,Suite,Budget,Al Daayen,18435,True,City Centre,Not safe,Couples,I lost my mobile there and I report about it but no body cares and they didn't help me at all really it was bad situation and security doesn't help at all I don't recommend it for family,,4
1803,803,CLXT5G38M,Robert Navarro,RNavarro@protonmail.com,383-715-7728,************9038,27,Local-gov,Married-civ-spouse,Tech-support,HS-grad,,32161,Male,Air,2022-01-02,2022,Jan,>50K,Europe,Cooking,Bank Transfer,Mexican,Winter,Rare,Standard,700,1000,300,Bus,Exhibition,Suite,Budget,Doha,22265,True,City Centre,3 day stopover,Couples,Very friendly staff and just 10minute walking distance from the hotel. The staff are very friendly and helpful.,,0
1804,804,LGMMT7192,Margaret Cunningham,,606-060-3938,************4269,67,Private,Married-civ-spouse,Machine-op-inspct,12th,151 Wall Knoll,52414,Male,Air,2022-01-27,2022,Jan,<=50K,Europe,Painting,Credit Card,Arabic,Winter,Occasional,Premium,2500,3100,600,Car,Championship event,Double,Mid-Range,Al Khor,14336,True,City Centre,A mall...,,"Boasting a well built modern day mall.  However, coming from a country that ...invented malls, it didn't impress me.",,4
1805,805,UTLVZ2R9V,Jason Taylor,Jason_Taylor@xfinity.com,834-598-2553,************5145,36,Private,Married-civ-spouse,Craft-repair,HS-grad,0901 Meyer Mall,30928,Male,Air,2022-01-09,2022,Jan,<=50K,Europe,Hiking,Credit Card,Other,Autumn,Occasional,Standard,700,1000,300,Car,Football event,Single,Mid-Range,Al Daayen,8887,True,City Centre,Great Potential,Solo,Really nice mall except there are so many empty units it looks unfinished.. in a great location in the middle of the City Center!,,3
1806,806,QMOKETX56,Anthony Lane,Anthony_Lane@yandex.com,551-439-3252,************2637,40,Private,Divorced,Exec-managerial,Some-college,,29202,Male,Air,2022-01-04,2022,Jan,<=50K,Europe,Photography,Credit Card,French,Autumn,Occasional,Standard,700,1000,300,Metro,Exhibition,Double,Luxury,Madinat ash Shamal,5551,True,City Centre,Old is gold..!,Solo,"This mall had a lots of wonderful memories that what keeps the mall more active, one of the best malls in Doha and it will always be, it has a nice area temperature and it’s hard to get lost because it’s very easy mall to memorize nice and not complicated place I love this mall a lot .",,6
1807,807,UXRI28R4T,Samuel Cooper,Samuel_C@aol.com,,************5166,24,Private,Married-civ-spouse,Transport-moving,HS-grad,640 Gordon Turnpike,97363,Male,Air,2022-01-25,2022,Jan,<=50K,Europe,Photography,Bank Transfer,Thai,Winter,Rare,Standard,700,1000,300,Metro,Doha Tour,Double,Luxury,Madinat ash Shamal,13623,False,City Centre,A shopping mall,Couples,"This is a shopping mall, the like of which you can find all over the world. It is light & spacious with lifts & escalators placed throughout the mall. There is an ice rink on the ground floor but we never saw it in use. The shops are varied with some well known brands & some less so. There is a large Carrefour supermarket at one end & an extensive food hall serving many different types of food. The facilities are very clean & placed regularly through the mall. Unlike the souk it does not close during the middle of the day.",,6
1808,808,64MIG3DNC,Mr. Sean Wilcox DVM,Mr._DVM@att.com,,************4934,46,Private,Married-civ-spouse,Sales,Bachelors,17337 Thomas Dale,5782,Male,Air,2022-01-02,2022,Jan,>50K,Europe,Gardening,PayPal,Japanese,Autumn,Rare,Premium,2500,3100,600,Bus,Other,Suite,Mid-Range,Al Rayyan,4007,True,City Centre,Carrefour Customer service,Solo,"Tonight after a long day I visited Carrefour city center , especially electronic section . Usually I am buying all my gadgets here, 4 month ago I bought mobile phone here , last month bought Gopro7 black, and tonight with help Raicelle Edu, and Majhuanna Acosta I bought for myself ZED PC. Thanks for amazing customer service. There is all people on electronic section very attentive!",,6
